program_change channel=0 program=0 time=0 0.0
control_change channel=0 control=64 value=38 time=29 66.390625
note_on channel=0 note=78 velocity=74 time=0 66.390625
control_change channel=0 control=64 value=41 time=16 66.41145833333333
control_change channel=0 control=64 value=44 time=15 66.43098958333333
control_change channel=0 control=64 value=47 time=16 66.45182291666667
note_on channel=0 note=78 velocity=0 time=1 66.453125
control_change channel=0 control=64 value=48 time=14 66.47135416666667
note_on channel=0 note=66 velocity=0 time=0 66.47135416666667
control_change channel=0 control=64 value=50 time=14 66.48958333333333
note_on channel=0 note=81 velocity=65 time=5 66.49609375
note_on channel=0 note=69 velocity=46 time=2 66.49869791666667
note_on channel=0 note=62 velocity=0 time=6 66.50651041666667
control_change channel=0 control=64 value=50 time=3 66.51041666666667
note_on channel=0 note=69 velocity=0 time=39 66.56119791666667
control_change channel=0 control=64 value=51 time=6 66.56901041666667
note_on channel=0 note=81 velocity=0 time=0 66.56901041666667
note_on channel=0 note=78 velocity=66 time=16 66.58984375
control_change channel=0 control=64 value=48 time=45 66.6484375
control_change channel=0 control=64 value=41 time=16 66.66927083333333
control_change channel=0 control=64 value=26 time=14 66.6875
note_on channel=0 note=78 velocity=0 time=9 66.69921875
control_change channel=0 control=64 value=0 time=6 66.70703125
note_on channel=0 note=73 velocity=67 time=7 66.71614583333333
note_on channel=0 note=57 velocity=47 time=8 66.7265625
note_on channel=0 note=66 velocity=44 time=13 66.74348958333333
note_on channel=0 note=73 velocity=0 time=29 66.78125
note_on channel=0 note=74 velocity=64 time=33 66.82421875
note_on channel=0 note=74 velocity=0 time=28 66.86067708333333
note_on channel=0 note=66 velocity=0 time=30 66.89973958333333
note_on channel=0 note=76 velocity=63 time=16 66.92057291666667
note_on channel=0 note=69 velocity=51 time=10 66.93359375
note_on channel=0 note=76 velocity=0 time=29 66.97135416666667
control_change channel=0 control=64 value=18 time=11 66.98567708333333
control_change channel=0 control=64 value=33 time=15 67.00520833333333
note_on channel=0 note=74 velocity=65 time=2 67.0078125
control_change channel=0 control=64 value=40 time=14 67.02604166666667
note_on channel=0 note=69 velocity=0 time=11 67.04036458333333
control_change channel=0 control=64 value=43 time=3 67.04427083333333
control_change channel=0 control=64 value=44 time=15 67.06380208333333
note_on channel=0 note=74 velocity=0 time=5 67.0703125
control_change channel=0 control=64 value=45 time=11 67.08463541666667
control_change channel=0 control=64 value=45 time=14 67.10286458333333
note_on channel=0 note=73 velocity=71 time=9 67.11458333333333
note_on channel=0 note=66 velocity=51 time=5 67.12109375
control_change channel=0 control=64 value=46 time=1 67.12239583333333
control_change channel=0 control=64 value=48 time=16 67.14322916666667
control_change channel=0 control=64 value=48 time=15 67.16276041666667
note_on channel=0 note=73 velocity=0 time=1 67.1640625
control_change channel=0 control=64 value=49 time=15 67.18359375
control_change channel=0 control=64 value=49 time=14 67.20182291666667
note_on channel=0 note=74 velocity=72 time=12 67.21744791666667
control_change channel=0 control=64 value=50 time=19 67.2421875
note_on channel=0 note=74 velocity=0 time=16 67.26302083333333
note_on channel=0 note=57 velocity=0 time=30 67.30208333333333
note_on channel=0 note=66 velocity=0 time=11 67.31640625
note_on channel=0 note=76 velocity=66 time=1 67.31770833333333
note_on channel=0 note=69 velocity=53 time=6 67.32552083333333
note_on channel=0 note=76 velocity=0 time=32 67.3671875
note_on channel=0 note=74 velocity=71 time=41 67.42057291666667
control_change channel=0 control=64 value=46 time=23 67.45052083333333
note_on channel=0 note=69 velocity=0 time=10 67.46354166666667
control_change channel=0 control=64 value=39 time=5 67.47005208333333
note_on channel=0 note=74 velocity=0 time=4 67.47526041666667
control_change channel=0 control=64 value=25 time=10 67.48828125
control_change channel=0 control=64 value=0 time=16 67.50911458333333
note_on channel=0 note=75 velocity=67 time=18 67.53255208333333
note_on channel=0 note=67 velocity=51 time=2 67.53515625
note_on channel=0 note=61 velocity=43 time=11 67.54947916666667
note_on channel=0 note=75 velocity=0 time=22 67.578125
note_on channel=0 note=76 velocity=67 time=35 67.62369791666667
control_change channel=0 control=64 value=32 time=19 67.6484375
control_change channel=0 control=64 value=49 time=15 67.66796875
control_change channel=0 control=64 value=55 time=15 67.6875
note_on channel=0 note=76 velocity=0 time=0 67.6875
note_on channel=0 note=67 velocity=0 time=14 67.70572916666667
control_change channel=0 control=64 value=56 time=2 67.70833333333333
note_on channel=0 note=78 velocity=74 time=9 67.72005208333333
note_on channel=0 note=61 velocity=0 time=12 67.73567708333333
note_on channel=0 note=69 velocity=44 time=1 67.73697916666667
note_on channel=0 note=76 velocity=64 time=67 67.82421875
note_on channel=0 note=78 velocity=0 time=0 67.82421875
note_on channel=0 note=76 velocity=0 time=27 67.859375
control_change channel=0 control=64 value=54 time=5 67.86588541666667
control_change channel=0 control=64 value=51 time=14 67.88411458333333
note_on channel=0 note=69 velocity=0 time=9 67.89583333333333
control_change channel=0 control=64 value=45 time=6 67.90364583333333
control_change channel=0 control=64 value=35 time=16 67.92447916666667
note_on channel=0 note=76 velocity=67 time=8 67.93489583333333
control_change channel=0 control=64 value=0 time=6 67.94270833333333
note_on channel=0 note=62 velocity=48 time=15 67.96223958333333
note_on channel=0 note=66 velocity=50 time=3 67.96614583333333
note_on channel=0 note=76 velocity=0 time=50 68.03125
note_on channel=0 note=74 velocity=70 time=18 68.0546875
note_on channel=0 note=74 velocity=0 time=83 68.16276041666667
note_on channel=0 note=73 velocity=72 time=1 68.1640625
note_on channel=0 note=73 velocity=0 time=32 68.20572916666667
note_on channel=0 note=71 velocity=68 time=42 68.26041666666667
note_on channel=0 note=71 velocity=0 time=26 68.29427083333333
note_on channel=0 note=66 velocity=0 time=4 68.29947916666667
note_on channel=0 note=62 velocity=0 time=18 68.32291666666667
note_on channel=0 note=69 velocity=74 time=40 68.375
note_on channel=0 note=69 velocity=0 time=64 68.45833333333333
note_on channel=0 note=67 velocity=75 time=16 68.47916666666667
note_on channel=0 note=67 velocity=0 time=48 68.54166666666667
note_on channel=0 note=66 velocity=74 time=23 68.57161458333333
note_on channel=0 note=66 velocity=0 time=40 68.62369791666667
note_on channel=0 note=64 velocity=71 time=37 68.671875
note_on channel=0 note=64 velocity=0 time=94 68.79427083333333
note_on channel=0 note=62 velocity=59 time=13 68.81119791666667
control_change channel=0 control=64 value=57 time=101 68.94270833333333
control_change channel=0 control=64 value=64 time=16 68.96354166666667
note_on channel=0 note=62 velocity=0 time=3 68.96744791666667
control_change channel=0 control=64 value=65 time=12 68.98307291666667
control_change channel=0 control=64 value=65 time=281 69.34895833333333
control_change channel=0 control=64 value=64 time=15 69.36848958333333
control_change channel=0 control=64 value=63 time=16 69.38932291666667
note_on channel=0 note=57 velocity=53 time=4 69.39453125
control_change channel=0 control=64 value=61 time=10 69.40755208333333
control_change channel=0 control=64 value=55 time=16 69.42838541666667
control_change channel=0 control=64 value=34 time=15 69.44791666666667
control_change channel=0 control=64 value=0 time=15 69.46744791666667
note_on channel=0 note=76 velocity=66 time=10 69.48046875
note_on channel=0 note=73 velocity=58 time=103 69.61458333333333
note_on channel=0 note=76 velocity=0 time=16 69.63541666666667
note_on channel=0 note=73 velocity=0 time=23 69.66536458333333
note_on channel=0 note=69 velocity=66 time=26 69.69921875
note_on channel=0 note=64 velocity=51 time=2 69.70182291666667
note_on channel=0 note=73 velocity=75 time=77 69.80208333333333
note_on channel=0 note=64 velocity=0 time=30 69.84114583333333
note_on channel=0 note=69 velocity=0 time=3 69.84505208333333
note_on channel=0 note=73 velocity=0 time=10 69.85807291666667
note_on channel=0 note=61 velocity=51 time=22 69.88671875
note_on channel=0 note=76 velocity=76 time=17 69.90885416666667
note_on channel=0 note=73 velocity=84 time=77 70.00911458333333
note_on channel=0 note=76 velocity=0 time=3 70.01302083333333
note_on channel=0 note=73 velocity=0 time=46 70.07291666666667
note_on channel=0 note=61 velocity=0 time=6 70.08072916666667
note_on channel=0 note=64 velocity=55 time=10 70.09375
note_on channel=0 note=79 velocity=77 time=21 70.12109375
note_on channel=0 note=76 velocity=72 time=75 70.21875
note_on channel=0 note=79 velocity=0 time=37 70.26692708333333
note_on channel=0 note=76 velocity=0 time=15 70.28645833333333
note_on channel=0 note=64 velocity=0 time=12 70.30208333333333
note_on channel=0 note=78 velocity=84 time=26 70.3359375
note_on channel=0 note=62 velocity=53 time=10 70.34895833333333
note_on channel=0 note=78 velocity=0 time=39 70.39973958333333
note_on channel=0 note=57 velocity=0 time=27 70.43489583333333
note_on channel=0 note=74 velocity=79 time=12 70.45052083333333
control_change channel=0 control=64 value=25 time=14 70.46875
control_change channel=0 control=64 value=35 time=15 70.48828125
control_change channel=0 control=64 value=37 time=15 70.5078125
control_change channel=0 control=64 value=38 time=15 70.52734375
note_on channel=0 note=74 velocity=0 time=6 70.53515625
note_on channel=0 note=81 velocity=80 time=7 70.54427083333333
control_change channel=0 control=64 value=38 time=2 70.546875
note_on channel=0 note=62 velocity=0 time=5 70.55338541666667
note_on channel=0 note=66 velocity=53 time=2 70.55598958333333
control_change channel=0 control=64 value=39 time=8 70.56640625
control_change channel=0 control=64 value=39 time=31 70.60677083333333
note_on channel=0 note=66 velocity=0 time=5 70.61328125
note_on channel=0 note=78 velocity=78 time=23 70.64322916666667
control_change channel=0 control=64 value=40 time=2 70.64583333333333
note_on channel=0 note=81 velocity=0 time=28 70.68229166666667
control_change channel=0 control=64 value=38 time=18 70.70572916666667
control_change channel=0 control=64 value=26 time=15 70.72526041666667
control_change channel=0 control=64 value=0 time=16 70.74609375
note_on channel=0 note=79 velocity=72 time=12 70.76171875
note_on channel=0 note=78 velocity=0 time=7 70.77083333333333
note_on channel=0 note=64 velocity=62 time=4 70.77604166666667
note_on channel=0 note=57 velocity=54 time=14 70.79427083333333
note_on channel=0 note=79 velocity=0 time=0 70.79427083333333
note_on channel=0 note=76 velocity=71 time=54 70.86458333333333
note_on channel=0 note=76 velocity=0 time=59 70.94140625
note_on channel=0 note=85 velocity=81 time=27 70.9765625
note_on channel=0 note=85 velocity=0 time=77 71.07682291666667
note_on channel=0 note=81 velocity=76 time=11 71.09114583333333
note_on channel=0 note=81 velocity=0 time=102 71.22395833333333
note_on channel=0 note=88 velocity=62 time=17 71.24609375
note_on channel=0 note=89 velocity=23 time=23 71.27604166666667
note_on channel=0 note=89 velocity=0 time=8 71.28645833333333
note_on channel=0 note=86 velocity=76 time=56 71.359375
control_change channel=0 control=64 value=25 time=8 71.36979166666667
control_change channel=0 control=64 value=41 time=15 71.38932291666667
control_change channel=0 control=64 value=46 time=16 71.41015625
control_change channel=0 control=64 value=46 time=14 71.42838541666667
note_on channel=0 note=88 velocity=0 time=0 71.42838541666667
note_on channel=0 note=85 velocity=80 time=29 71.46614583333333
note_on channel=0 note=86 velocity=0 time=30 71.50520833333333
note_on channel=0 note=83 velocity=78 time=51 71.57161458333333
control_change channel=0 control=64 value=47 time=11 71.5859375
note_on channel=0 note=85 velocity=0 time=9 71.59765625
control_change channel=0 control=64 value=47 time=6 71.60546875
note_on channel=0 note=57 velocity=0 time=4 71.61067708333333
note_on channel=0 note=83 velocity=0 time=20 71.63671875
control_change channel=0 control=64 value=48 time=7 71.64583333333333
note_on channel=0 note=64 velocity=0 time=6 71.65364583333333
note_on channel=0 note=81 velocity=73 time=12 71.66927083333333
note_on channel=0 note=81 velocity=0 time=28 71.70572916666667
note_on channel=0 note=79 velocity=78 time=47 71.76692708333333
note_on channel=0 note=79 velocity=0 time=80 71.87109375
note_on channel=0 note=78 velocity=74 time=1 71.87239583333333
note_on channel=0 note=78 velocity=0 time=59 71.94921875
note_on channel=0 note=76 velocity=70 time=6 71.95703125
control_change channel=0 control=64 value=48 time=19 71.98177083333333
note_on channel=0 note=76 velocity=0 time=42 72.03645833333333
control_change channel=0 control=64 value=46 time=5 72.04296875
control_change channel=0 control=64 value=39 time=15 72.0625
control_change channel=0 control=64 value=0 time=14 72.08072916666667
note_on channel=0 note=78 velocity=72 time=0 72.08072916666667
note_on channel=0 note=62 velocity=50 time=20 72.10677083333333
note_on channel=0 note=74 velocity=62 time=83 72.21484375
note_on channel=0 note=74 velocity=0 time=45 72.2734375
note_on channel=0 note=66 velocity=43 time=50 72.33854166666667
note_on channel=0 note=69 velocity=40 time=5 72.34505208333333
note_on channel=0 note=78 velocity=0 time=22 72.37369791666667
note_on channel=0 note=69 velocity=0 time=9 72.38541666666667
control_change channel=0 control=64 value=16 time=18 72.40885416666667
note_on channel=0 note=74 velocity=72 time=5 72.41536458333333
control_change channel=0 control=64 value=19 time=9 72.42708333333333
control_change channel=0 control=64 value=21 time=16 72.44791666666667
note_on channel=0 note=74 velocity=0 time=12 72.46354166666667
note_on channel=0 note=69 velocity=51 time=24 72.49479166666667
note_on channel=0 note=66 velocity=0 time=6 72.50260416666667
control_change channel=0 control=64 value=21 time=4 72.5078125
note_on channel=0 note=78 velocity=78 time=2 72.51041666666667
control_change channel=0 control=64 value=24 time=27 72.54557291666667
note_on channel=0 note=78 velocity=0 time=7 72.5546875
control_change channel=0 control=64 value=25 time=9 72.56640625
control_change channel=0 control=64 value=27 time=15 72.5859375
control_change channel=0 control=64 value=28 time=16 72.60677083333333
control_change channel=0 control=64 value=28 time=14 72.625
note_on channel=0 note=74 velocity=73 time=0 72.625
control_change channel=0 control=64 value=29 time=15 72.64453125
note_on channel=0 note=69 velocity=0 time=12 72.66015625
control_change channel=0 control=64 value=29 time=19 72.68489583333333
note_on channel=0 note=74 velocity=0 time=11 72.69921875
note_on channel=0 note=66 velocity=54 time=11 72.71354166666667
note_on channel=0 note=81 velocity=71 time=5 72.72005208333333
control_change channel=0 control=64 value=30 time=19 72.74479166666667
note_on channel=0 note=78 velocity=70 time=58 72.8203125
note_on channel=0 note=81 velocity=0 time=1 72.82161458333333
note_on channel=0 note=66 velocity=0 time=23 72.8515625
note_on channel=0 note=78 velocity=0 time=25 72.88411458333333
note_on channel=0 note=62 velocity=0 time=13 72.90104166666667
note_on channel=0 note=64 velocity=55 time=10 72.9140625
note_on channel=0 note=79 velocity=61 time=13 72.93098958333333
control_change channel=0 control=64 value=30 time=9 72.94270833333333
control_change channel=0 control=64 value=32 time=15 72.96223958333333
control_change channel=0 control=64 value=35 time=16 72.98307291666667
note_on channel=0 note=79 velocity=0 time=4 72.98828125
control_change channel=0 control=64 value=39 time=11 73.00260416666667
control_change channel=0 control=64 value=44 time=16 73.0234375
note_on channel=0 note=76 velocity=70 time=9 73.03515625
control_change channel=0 control=64 value=49 time=5 73.04166666666667
control_change channel=0 control=64 value=53 time=15 73.06119791666667
note_on channel=0 note=76 velocity=0 time=12 73.07682291666667
control_change channel=0 control=64 value=55 time=4 73.08203125
control_change channel=0 control=64 value=56 time=16 73.10286458333333
note_on channel=0 note=67 velocity=58 time=13 73.11979166666667
note_on channel=0 note=83 velocity=68 time=6 73.12760416666667
note_on channel=0 note=64 velocity=0 time=8 73.13802083333333
note_on channel=0 note=67 velocity=0 time=31 73.17838541666667
note_on channel=0 note=83 velocity=0 time=30 73.21744791666667
note_on channel=0 note=79 velocity=68 time=7 73.2265625
control_change channel=0 control=64 value=55 time=42 73.28125
note_on channel=0 note=79 velocity=0 time=2 73.28385416666667
control_change channel=0 control=64 value=54 time=20 73.30989583333333
control_change channel=0 control=64 value=49 time=15 73.32942708333333
control_change channel=0 control=64 value=40 time=15 73.34895833333333
control_change channel=0 control=64 value=24 time=15 73.36848958333333
note_on channel=0 note=66 velocity=48 time=1 73.36979166666667
note_on channel=0 note=62 velocity=27 time=1 73.37109375
note_on channel=0 note=81 velocity=64 time=5 73.37760416666667
control_change channel=0 control=64 value=0 time=9 73.38932291666667
note_on channel=0 note=81 velocity=0 time=77 73.48958333333333
note_on channel=0 note=78 velocity=70 time=3 73.49348958333333
control_change channel=0 control=64 value=20 time=11 73.5078125
control_change channel=0 control=64 value=25 time=15 73.52734375
control_change channel=0 control=64 value=28 time=16 73.54817708333333
note_on channel=0 note=78 velocity=0 time=7 73.55729166666667
control_change channel=0 control=64 value=29 time=8 73.56770833333333
control_change channel=0 control=64 value=30 time=15 73.58723958333333
note_on channel=0 note=74 velocity=64 time=7 73.59635416666667
control_change channel=0 control=64 value=31 time=8 73.60677083333333
control_change channel=0 control=64 value=32 time=15 73.62630208333333
control_change channel=0 control=64 value=32 time=16 73.64713541666667
note_on channel=0 note=74 velocity=0 time=4 73.65234375
control_change channel=0 control=64 value=33 time=26 73.68619791666667
note_on channel=0 note=73 velocity=66 time=19 73.7109375
note_on channel=0 note=73 velocity=0 time=32 73.75260416666667
control_change channel=0 control=64 value=33 time=10 73.765625
note_on channel=0 note=76 velocity=64 time=38 73.81510416666667
control_change channel=0 control=64 value=34 time=22 73.84375
note_on channel=0 note=76 velocity=0 time=10 73.85677083333333
control_change channel=0 control=64 value=34 time=35 73.90234375
control_change channel=0 control=64 value=35 time=16 73.92317708333333
note_on channel=0 note=74 velocity=67 time=3 73.92708333333333
note_on channel=0 note=74 velocity=0 time=34 73.97135416666667
control_change channel=0 control=64 value=35 time=23 74.00130208333333
note_on channel=0 note=78 velocity=71 time=12 74.01692708333333
control_change channel=0 control=64 value=36 time=19 74.04166666666667
note_on channel=0 note=78 velocity=0 time=16 74.0625
control_change channel=0 control=64 value=36 time=15 74.08203125
control_change channel=0 control=64 value=37 time=31 74.12239583333333
note_on channel=0 note=76 velocity=53 time=9 74.13411458333333
control_change channel=0 control=64 value=38 time=5 74.140625
control_change channel=0 control=64 value=39 time=15 74.16015625
note_on channel=0 note=76 velocity=0 time=8 74.17057291666667
control_change channel=0 control=64 value=41 time=8 74.18098958333333
control_change channel=0 control=64 value=43 time=15 74.20052083333333
control_change channel=0 control=64 value=46 time=16 74.22135416666667
note_on channel=0 note=79 velocity=65 time=3 74.22526041666667
control_change channel=0 control=64 value=48 time=12 74.24088541666667
control_change channel=0 control=64 value=51 time=15 74.26041666666667
note_on channel=0 note=79 velocity=0 time=15 74.27994791666667
control_change channel=0 control=64 value=53 time=1 74.28125
note_on channel=0 note=62 velocity=0 time=0 74.28125
control_change channel=0 control=64 value=54 time=15 74.30078125
note_on channel=0 note=66 velocity=0 time=19 74.32552083333333
control_change channel=0 control=64 value=54 time=4 74.33072916666667
control_change channel=0 control=64 value=56 time=14 74.34895833333333
note_on channel=0 note=78 velocity=72 time=2 74.3515625
control_change channel=0 control=64 value=57 time=13 74.36848958333333
control_change channel=0 control=64 value=57 time=16 74.38932291666667
note_on channel=0 note=78 velocity=0 time=3 74.39322916666667
note_on channel=0 note=81 velocity=64 time=45 74.45182291666667
note_on channel=0 note=81 velocity=0 time=40 74.50390625
note_on channel=0 note=79 velocity=62 time=46 74.56380208333333
control_change channel=0 control=64 value=57 time=33 74.60677083333333
control_change channel=0 control=64 value=56 time=31 74.64713541666667
control_change channel=0 control=64 value=54 time=15 74.66666666666667
control_change channel=0 control=64 value=48 time=16 74.6875
note_on channel=0 note=79 velocity=0 time=7 74.69661458333333
control_change channel=0 control=64 value=35 time=8 74.70703125
note_on channel=0 note=62 velocity=44 time=9 74.71875
control_change channel=0 control=64 value=0 time=5 74.72526041666667
note_on channel=0 note=83 velocity=54 time=23 74.75520833333333
control_change channel=0 control=64 value=31 time=84 74.86458333333333
control_change channel=0 control=64 value=46 time=14 74.8828125
note_on channel=0 note=81 velocity=57 time=7 74.89192708333333
note_on channel=0 note=83 velocity=0 time=7 74.90104166666667
control_change channel=0 control=64 value=52 time=2 74.90364583333333
control_change channel=0 control=64 value=52 time=15 74.92317708333333
control_change channel=0 control=64 value=53 time=31 74.96354166666667
note_on channel=0 note=81 velocity=0 time=18 74.98697916666667
note_on channel=0 note=79 velocity=60 time=13 75.00390625
note_on channel=0 note=66 velocity=45 time=8 75.01432291666667
control_change channel=0 control=64 value=53 time=6 75.02213541666667
note_on channel=0 note=78 velocity=69 time=70 75.11328125
note_on channel=0 note=79 velocity=0 time=0 75.11328125
note_on channel=0 note=78 velocity=0 time=35 75.15885416666667
note_on channel=0 note=66 velocity=0 time=26 75.19270833333333
note_on channel=0 note=76 velocity=66 time=18 75.21614583333333
note_on channel=0 note=69 velocity=47 time=6 75.22395833333333
note_on channel=0 note=76 velocity=0 time=29 75.26171875
note_on channel=0 note=74 velocity=73 time=59 75.33854166666667
note_on channel=0 note=74 velocity=0 time=53 75.40755208333333
note_on channel=0 note=69 velocity=0 time=5 75.4140625
note_on channel=0 note=73 velocity=71 time=24 75.4453125
note_on channel=0 note=66 velocity=49 time=1 75.44661458333333
note_on channel=0 note=73 velocity=0 time=29 75.484375
note_on channel=0 note=74 velocity=65 time=56 75.55729166666667
note_on channel=0 note=66 velocity=0 time=38 75.60677083333333
control_change channel=0 control=64 value=52 time=30 75.64583333333333
control_change channel=0 control=64 value=49 time=15 75.66536458333333
control_change channel=0 control=64 value=43 time=16 75.68619791666667
note_on channel=0 note=74 velocity=0 time=5 75.69270833333333
note_on channel=0 note=83 velocity=65 time=5 75.69921875
control_change channel=0 control=64 value=29 time=5 75.70572916666667
note_on channel=0 note=67 velocity=44 time=5 75.71223958333333
control_change channel=0 control=64 value=0 time=10 75.72526041666667
note_on channel=0 note=85 velocity=71 time=89 75.84114583333333
note_on channel=0 note=83 velocity=0 time=10 75.85416666666667
control_change channel=0 control=64 value=40 time=22 75.8828125
control_change channel=0 control=64 value=53 time=16 75.90364583333333
control_change channel=0 control=64 value=57 time=15 75.92317708333333
control_change channel=0 control=64 value=58 time=31 75.96354166666667
note_on channel=0 note=86 velocity=68 time=1 75.96484375
note_on channel=0 note=71 velocity=47 time=3 75.96875
note_on channel=0 note=85 velocity=0 time=16 75.98958333333333
note_on channel=0 note=67 velocity=0 time=11 76.00390625
note_on channel=0 note=62 velocity=0 time=7 76.01302083333333
control_change channel=0 control=64 value=58 time=7 76.02213541666667
note_on channel=0 note=83 velocity=68 time=33 76.06510416666667
note_on channel=0 note=86 velocity=0 time=27 76.10026041666667
note_on channel=0 note=71 velocity=0 time=14 76.11848958333333
control_change channel=0 control=64 value=56 time=32 76.16015625
control_change channel=0 control=64 value=49 time=15 76.1796875
note_on channel=0 note=80 velocity=74 time=0 76.1796875
note_on channel=0 note=83 velocity=0 time=2 76.18229166666667
note_on channel=0 note=62 velocity=44 time=13 76.19921875
control_change channel=0 control=64 value=36 time=1 76.20052083333333
note_on channel=0 note=66 velocity=50 time=9 76.21223958333333
control_change channel=0 control=64 value=0 time=6 76.22005208333333
note_on channel=0 note=80 velocity=0 time=37 76.26822916666667
control_change channel=0 control=64 value=21 time=23 76.29817708333333
note_on channel=0 note=81 velocity=70 time=0 76.29817708333333
control_change channel=0 control=64 value=39 time=25 76.33072916666667
note_on channel=0 note=81 velocity=0 time=12 76.34635416666667
control_change channel=0 control=64 value=46 time=3 76.35026041666667
control_change channel=0 control=64 value=49 time=16 76.37109375
control_change channel=0 control=64 value=50 time=14 76.38932291666667
note_on channel=0 note=83 velocity=81 time=7 76.3984375
control_change channel=0 control=64 value=50 time=24 76.4296875
note_on channel=0 note=83 velocity=0 time=35 76.47526041666667
control_change channel=0 control=64 value=51 time=25 76.5078125
note_on channel=0 note=81 velocity=83 time=3 76.51171875
note_on channel=0 note=69 velocity=52 time=2 76.51432291666667
control_change channel=0 control=64 value=51 time=25 76.546875
control_change channel=0 control=64 value=52 time=16 76.56770833333333
note_on channel=0 note=81 velocity=0 time=2 76.5703125
note_on channel=0 note=69 velocity=0 time=6 76.578125
control_change channel=0 control=64 value=52 time=22 76.60677083333333
note_on channel=0 note=79 velocity=76 time=8 76.6171875
control_change channel=0 control=64 value=53 time=8 76.62760416666667
control_change channel=0 control=64 value=54 time=14 76.64583333333333
note_on channel=0 note=79 velocity=0 time=11 76.66015625
control_change channel=0 control=64 value=55 time=5 76.66666666666667
control_change channel=0 control=64 value=56 time=15 76.68619791666667
note_on channel=0 note=78 velocity=71 time=17 76.70833333333333
control_change channel=0 control=64 value=56 time=14 76.7265625
control_change channel=0 control=64 value=57 time=15 76.74609375
control_change channel=0 control=64 value=57 time=31 76.78645833333333
control_change channel=0 control=64 value=58 time=15 76.80598958333333
note_on channel=0 note=76 velocity=70 time=0 76.80598958333333
note_on channel=0 note=78 velocity=0 time=3 76.80989583333333
note_on channel=0 note=76 velocity=0 time=24 76.84114583333333
note_on channel=0 note=66 velocity=0 time=20 76.8671875
note_on channel=0 note=74 velocity=79 time=21 76.89453125
control_change channel=0 control=64 value=57 time=38 76.94401041666667
control_change channel=0 control=64 value=54 time=15 76.96354166666667
control_change channel=0 control=64 value=44 time=16 76.984375
note_on channel=0 note=74 velocity=0 time=6 76.9921875
control_change channel=0 control=64 value=0 time=9 77.00390625
note_on channel=0 note=83 velocity=66 time=18 77.02734375
note_on channel=0 note=67 velocity=59 time=3 77.03125
control_change channel=0 control=64 value=35 time=70 77.12239583333333
control_change channel=0 control=64 value=54 time=15 77.14192708333333
note_on channel=0 note=85 velocity=76 time=0 77.14192708333333
note_on channel=0 note=83 velocity=0 time=8 77.15234375
control_change channel=0 control=64 value=58 time=7 77.16145833333333
note_on channel=0 note=67 velocity=0 time=27 77.19661458333333
note_on channel=0 note=71 velocity=48 time=7 77.20572916666667
note_on channel=0 note=86 velocity=72 time=29 77.24348958333333
control_change channel=0 control=64 value=59 time=13 77.26041666666667
note_on channel=0 note=85 velocity=0 time=14 77.27864583333333
control_change channel=0 control=64 value=59 time=17 77.30078125
note_on channel=0 note=71 velocity=0 time=29 77.33854166666667
note_on channel=0 note=83 velocity=69 time=10 77.3515625
control_change channel=0 control=64 value=60 time=14 77.36979166666667
note_on channel=0 note=86 velocity=0 time=3 77.37369791666667
note_on channel=0 note=62 velocity=0 time=17 77.39583333333333
note_on channel=0 note=83 velocity=0 time=8 77.40625
control_change channel=0 control=64 value=59 time=64 77.48958333333333
control_change channel=0 control=64 value=55 time=16 77.51041666666667
note_on channel=0 note=83 velocity=78 time=11 77.52473958333333
control_change channel=0 control=64 value=43 time=3 77.52864583333333
note_on channel=0 note=66 velocity=57 time=6 77.53645833333333
note_on channel=0 note=62 velocity=48 time=2 77.5390625
control_change channel=0 control=64 value=0 time=7 77.54817708333333
control_change channel=0 control=64 value=21 time=62 77.62890625
note_on channel=0 note=83 velocity=0 time=3 77.6328125
control_change channel=0 control=64 value=46 time=11 77.64713541666667
note_on channel=0 note=81 velocity=72 time=5 77.65364583333333
control_change channel=0 control=64 value=57 time=11 77.66796875
control_change channel=0 control=64 value=60 time=15 77.6875
note_on channel=0 note=81 velocity=0 time=3 77.69140625
note_on channel=0 note=69 velocity=51 time=24 77.72265625
note_on channel=0 note=66 velocity=0 time=8 77.73307291666667
note_on channel=0 note=62 velocity=0 time=3 77.73697916666667
note_on channel=0 note=86 velocity=75 time=29 77.77473958333333
note_on channel=0 note=86 velocity=0 time=75 77.87239583333333
note_on channel=0 note=81 velocity=70 time=7 77.88151041666667
control_change channel=0 control=64 value=59 time=17 77.90364583333333
note_on channel=0 note=81 velocity=0 time=7 77.91276041666667
note_on channel=0 note=83 velocity=28 time=5 77.91927083333333
control_change channel=0 control=64 value=55 time=4 77.92447916666667
control_change channel=0 control=64 value=42 time=14 77.94270833333333
note_on channel=0 note=83 velocity=0 time=0 77.94270833333333
note_on channel=0 note=69 velocity=0 time=9 77.95442708333333
control_change channel=0 control=64 value=0 time=6 77.96223958333333
note_on channel=0 note=61 velocity=49 time=28 77.99869791666667
note_on channel=0 note=64 velocity=52 time=6 78.00651041666667
note_on channel=0 note=81 velocity=70 time=0 78.00651041666667
control_change channel=0 control=64 value=42 time=43 78.0625
control_change channel=0 control=64 value=56 time=15 78.08203125
note_on channel=0 note=81 velocity=0 time=10 78.09505208333333
control_change channel=0 control=64 value=61 time=5 78.1015625
control_change channel=0 control=64 value=62 time=15 78.12109375
note_on channel=0 note=79 velocity=81 time=10 78.13411458333333
note_on channel=0 note=61 velocity=0 time=37 78.18229166666667
